,value,Target,taxa,CAZy.ID,pathway_completeness_abundance,pathway_capacity
25503,3.2.1.31,Heparan Sulfate,Roseburia intestinalis,GH1,1,5.494855325243269
25504,3.2.1.31,Heparan Sulfate,Bifidobacterium longum,GH30,1,5.04975962481765
25505,3.2.1.31,Heparan Sulfate,Pseudescherichia vulneris,GH2,0,1.36948881771261
25506,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH30,1,3.71630119162046
25507,3.2.1.31,Heparan Sulfate,Stigmatella aurantiaca,GH2,1,2.8978496090872206
25508,3.2.1.31,Heparan Sulfate,Anoxybacillus flavithermus,GH1,1,3.2913681132921098
25509,3.2.1.31,Heparan Sulfate,Prevotella melaninogenica,GH2,1,4.6456222383270305
25510,3.2.1.31,Heparan Sulfate,Bradyrhizobium diazoefficiens,GH79,1,3.16683422685352
25511,3.2.1.31,Heparan Sulfate,Burkholderia mallei,GH79,1,3.7275489142933305
25512,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,GH79,0,2.10550242228245
25513,3.2.1.31,Heparan Sulfate,Catenulispora acidiphila,GH79,1,2.8865341235953905
25514,3.2.1.31,Heparan Sulfate,Solibacter usitatus,GH79,1,3.6943821763069398
25515,3.2.1.31,Heparan Sulfate,Acidobacterium capsulatum,GH79,1,2.32592530880298
25516,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25517,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25518,3.2.1.31,Heparan Sulfate,Paludibacter propionicigenes,GH2,1,3.91016074253106
25519,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25520,3.2.1.31,Heparan Sulfate,Agathobacter rectalis,GH2,1,5.641970263140481
25521,3.2.1.31,Heparan Sulfate,Flavobacterium johnsoniae,GH2,1,3.52515534105155
25522,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH2,1,3.4931793177685697
25523,3.2.1.31,Heparan Sulfate,Maribacter sp.,GH2,1,3.44241628507443
25524,3.2.1.31,Heparan Sulfate,Leadbetterella byssophila,GH2,1,3.6983600067135
25525,3.2.1.31,Heparan Sulfate,Serratia proteamaculans,GH2,1,3.23130925643518
25526,3.2.1.31,Heparan Sulfate,Oenococcus oeni,GH2,1,3.61026157516056
25527,3.2.1.31,Heparan Sulfate,Brachyspira pilosicoli,GH2,1,3.8882067563921403
25528,3.2.1.31,Heparan Sulfate,Pseudescherichia vulneris,GH2,0,1.36948881771261
25529,3.2.1.31,Heparan Sulfate,Cutibacterium acnes,GH2,1,3.52554168695363
25530,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
25531,3.2.1.31,Heparan Sulfate,Dyadobacter fermentans,GH2,1,3.41798356307307
25532,3.2.1.31,Heparan Sulfate,Lactobacillus sakei,GH2,1,3.9063651650561
25533,3.2.1.31,Heparan Sulfate,Xanthomonas campestris,GH30,1,2.8363215345072503
25534,3.2.1.31,Heparan Sulfate,Spirochaeta thermophila,GH2,1,3.4127553157188304
25535,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
25536,3.2.1.31,Heparan Sulfate,Agrobacterium vitis,GH2,1,2.8615005231949704
25537,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH2,1,4.38421820190403
25538,3.2.1.31,Heparan Sulfate,Streptosporangium roseum,GH1,1,2.7452359403686297
25539,3.2.1.31,Heparan Sulfate,Staphylococcus aureus,GH1,1,3.2538166819417103
25540,3.2.1.31,Heparan Sulfate,Rhizobium etli,GH1,1,2.8013917811185403
25541,3.2.1.31,Heparan Sulfate,Oenococcus oeni,GH1,1,3.61026157516056
25542,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
25543,3.2.1.31,Heparan Sulfate,Bacillus pseudofirmus,GH1,1,3.07881964120371
25544,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25545,3.2.1.31,Heparan Sulfate,Saccharopolyspora erythraea,GH30,1,2.8299543305236
25546,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25547,3.2.1.31,Heparan Sulfate,Lactobacillus gasseri,GH1,1,2.45910772294242
25548,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
25549,3.2.1.31,Heparan Sulfate,Haliangium ochraceum,GH1,1,2.9062750286402403
25550,3.2.1.31,Heparan Sulfate,Clostridium botulinum,GH1,1,4.05397480666556
25551,3.2.1.31,Heparan Sulfate,Yersinia enterocolitica,GH1,1,3.2066163388761
25552,3.2.1.31,Heparan Sulfate,Streptomyces griseus,GH1,1,2.6881320451680497
25553,3.2.1.31,Heparan Sulfate,Photorhabdus laumondii,GH1,1,2.24842213775397
25554,3.2.1.31,Heparan Sulfate,Bradyrhizobium sp.,GH1,1,2.9197171442817904
25555,3.2.1.31,Heparan Sulfate,Bacillus pumilus,GH1,1,3.24867068188371
25556,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
25557,3.2.1.31,Heparan Sulfate,Bacillus halodurans,GH2,1,3.3823162016370296
25558,3.2.1.31,Heparan Sulfate,Caulobacter sp.,GH1,1,2.5739784411092903
25559,3.2.1.31,Heparan Sulfate,Staphylococcus saprophyticus,GH1,1,3.06998696544234
25560,3.2.1.31,Heparan Sulfate,Erwinia billingiae,GH1,1,3.2470376847152598
25561,3.2.1.31,Heparan Sulfate,Lactococcus garvieae,GH1,1,2.4084693201754304
25562,3.2.1.31,Heparan Sulfate,Lactobacillus amylovorus,GH1,1,4.65159310797398
25563,3.2.1.31,Heparan Sulfate,uncultured bacterium,GH2,1,4.00635846339548
25564,3.2.1.31,Heparan Sulfate,Lactobacillus salivarius,GH2,1,4.26823460353737
25565,3.2.1.31,Heparan Sulfate,Acidobacterium capsulatum,GH2,1,2.32592530880298
25566,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH2,1,4.64590972834113
25567,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
25568,3.2.1.31,Heparan Sulfate,Shewanella baltica,GH1,1,2.27325869503842
25569,3.2.1.31,Heparan Sulfate,Thermoanaerobacterium thermosaccharolyticum,GH1,1,3.6089697905836498
25570,3.2.1.31,Heparan Sulfate,Thermomonospora curvata,GH1,1,2.8065283722813397
25571,3.2.1.31,Heparan Sulfate,Rhizobium etli,GH2,1,2.8013917811185403
25572,3.2.1.31,Heparan Sulfate,Mobiluncus curtisii,GH2,1,4.20948422084936
25573,3.2.1.31,Heparan Sulfate,Pectobacterium carotovorum,GH2,1,3.14644261114384
25574,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH30,1,3.4931793177685697
25575,3.2.1.31,Heparan Sulfate,Opitutus terrae,GH2,1,2.84900016087073
25576,3.2.1.31,Heparan Sulfate,Sorangium cellulosum,GH1,1,2.50258378723307
25577,3.2.1.31,Heparan Sulfate,Sanguibacter keddieii,GH1,1,2.85570130833601
25578,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25579,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
25580,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
25581,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,GH2,1,5.75584866860618
25582,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25583,3.2.1.31,Heparan Sulfate,Exiguobacterium sp.,GH1,1,3.6040414012016297
25584,3.2.1.31,Heparan Sulfate,Flavobacterium johnsoniae,GH30,1,3.52515534105155
25585,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25586,3.2.1.31,Heparan Sulfate,Lactococcus garvieae,GH1,1,2.4084693201754304
25587,3.2.1.31,Heparan Sulfate,Yersinia enterocolitica,GH1,1,3.2066163388761
25588,3.2.1.31,Heparan Sulfate,Dickeya chrysanthemi,GH2,1,2.98593437565945
25589,3.2.1.31,Heparan Sulfate,Staphylococcus carnosus,GH2,1,3.46118846613643
25590,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,GH2,1,5.75584866860618
25591,3.2.1.31,Heparan Sulfate,Arcanobacterium haemolyticum,GH2,1,3.0457762626987006
25592,3.2.1.31,Heparan Sulfate,Prevotella ruminicola,GH2,1,4.4647447951226695
25593,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25594,3.2.1.31,Heparan Sulfate,Kribbella flavida,GH2,1,2.57475751184268
25595,3.2.1.31,Heparan Sulfate,Bifidobacterium animalis,GH2,1,4.3260319423846205
25596,3.2.1.31,Heparan Sulfate,Salmonella typhimurium,GH1,1,3.2786756071961802
25597,3.2.1.31,Heparan Sulfate,Streptococcus suis,GH1,1,4.75869111023251
25598,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH2,1,3.01942261166098
25599,3.2.1.31,Heparan Sulfate,Pseudothermotoga lettingae,GH2,1,2.00306092804824
25600,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH2,1,4.5353188775982005
25601,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
25602,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25603,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH2,1,2.58395741874664
25604,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25605,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
25606,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25607,3.2.1.31,Heparan Sulfate,Lactobacillus crispatus,GH2,1,3.9118347306094905
25608,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
25609,3.2.1.31,Heparan Sulfate,Edwardsiella ictaluri,GH2,1,3.12254867644687
25610,3.2.1.31,Heparan Sulfate,Burkholderia vietnamiensis,GH2,1,2.7155710656844105
25611,3.2.1.31,Heparan Sulfate,Paraburkholderia xenovorans,GH1,1,3.17589268199998
25612,3.2.1.31,Heparan Sulfate,Thermoanaerobacter mathranii,GH2,1,3.2122485161532794
25613,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
25614,3.2.1.31,Heparan Sulfate,Frankia inefficax,GH2,1,2.92194199410919
25615,3.2.1.31,Heparan Sulfate,Ruegeria sp.,GH2,1,2.92341186648386
25616,3.2.1.31,Heparan Sulfate,Actinobacillus succinogenes,GH2,1,2.68433808426139
25617,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor obsidiansis,GH2,1,3.2322985078661604
25618,3.2.1.31,Heparan Sulfate,Burkholderia lata,GH2,1,2.6337882964705197
25619,3.2.1.31,Heparan Sulfate,Neisseria lactamica,GH2,1,3.1760698439061295
25620,3.2.1.31,Heparan Sulfate,Lactobacillus delbrueckii,GH2,1,4.3305389815812
25621,3.2.1.31,Heparan Sulfate,Leuconostoc mesenteroides,GH2,1,4.40393892545684
25622,3.2.1.31,Heparan Sulfate,Bacillus megaterium,GH1,1,3.0927288703237497
25623,3.2.1.31,Heparan Sulfate,Blautia obeum,GH1,1,5.41829817977505
25624,3.2.1.31,Heparan Sulfate,Kineococcus radiotolerans,GH1,1,3.03645741994958
25625,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,GH2,1,3.16266917664214
25626,3.2.1.31,Heparan Sulfate,Streptococcus suis,GH1,1,4.75869111023251
25627,3.2.1.31,Heparan Sulfate,Streptomyces griseus,GH1,1,2.6881320451680497
25628,3.2.1.31,Heparan Sulfate,Streptosporangium roseum,CBM57,1,2.7452359403686297
25629,3.2.1.31,Heparan Sulfate,Spiroplasma citri,GH1,1,1.0930542926481401
25630,3.2.1.31,Heparan Sulfate,Starkeya novella,GH1,1,2.48737264664513
25631,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH1,1,3.0206492310500597
25632,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor kristjanssonii,GH1,1,3.125858087166
25633,3.2.1.31,Heparan Sulfate,Nakamurella multipartita,GH1,1,2.61757467666433
25634,3.2.1.31,Heparan Sulfate,Cronobacter sakazakii,GH1,1,3.66391710192657
25635,3.2.1.31,Heparan Sulfate,Gloeothece verrucosa,GH1,1,2.38528129167666
25636,3.2.1.31,Heparan Sulfate,Enterococcus faecalis,GH1,1,4.49339211643988
25637,3.2.1.31,Heparan Sulfate,Streptomyces griseus,GH1,1,2.6881320451680497
25638,3.2.1.31,Heparan Sulfate,Staphylococcus epidermidis,GH1,1,3.15177355808424
25639,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
25640,3.2.1.31,Heparan Sulfate,Pantoea ananatis,GH1,1,3.1966861500677997
25641,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
25642,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
25643,3.2.1.31,Heparan Sulfate,Micromonospora aurantiaca,GH1,1,2.65674751315687
25644,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25645,3.2.1.31,Heparan Sulfate,Streptosporangium roseum,GH2,1,2.7452359403686297
25646,3.2.1.31,Heparan Sulfate,Stigmatella aurantiaca,GH2,1,2.8978496090872206
25647,3.2.1.31,Heparan Sulfate,Geobacillus sp.,GH2,1,3.64830473035353
25648,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
25649,3.2.1.31,Heparan Sulfate,Pectobacterium atrosepticum,GH2,1,2.9775399136315097
25650,3.2.1.31,Heparan Sulfate,Salinispora tropica,GH1,1,2.51207408270967
25651,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH2,1,3.4931793177685697
25652,3.2.1.31,Heparan Sulfate,Rhizobium leguminosarum,GH2,1,2.7656644968592
25653,3.2.1.31,Heparan Sulfate,Shewanella loihica,GH2,1,2.11652709318723
25654,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
25655,3.2.1.31,Heparan Sulfate,Streptomyces ambofaciens,GH2,1,2.5139691602838
25656,3.2.1.31,Heparan Sulfate,Leuconostoc kimchii,GH2,1,3.5785914167402204
25657,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25658,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25659,3.2.1.31,Heparan Sulfate,Flavobacterium johnsoniae,GH2,1,3.52515534105155
25660,3.2.1.31,Heparan Sulfate,Lachnoclostridium phytofermentans,GH2,1,4.4406206293143
25661,3.2.1.31,Heparan Sulfate,Staphylococcus aureus,GH1,1,3.2538166819417103
25662,3.2.1.31,Heparan Sulfate,Streptococcus mutans,GH1,1,4.02624930443224
25663,3.2.1.31,Heparan Sulfate,Mycoplasma leachii,GH1,1,3.3263519050807595
25664,3.2.1.31,Heparan Sulfate,Dickeya zeae,GH1,1,3.05858332003046
25665,3.2.1.31,Heparan Sulfate,Clostridium acetobutylicum,GH1,0,1.97012823445052
25666,3.2.1.31,Heparan Sulfate,Streptococcus equi,GH2,1,3.49121082104918
25667,3.2.1.31,Heparan Sulfate,Deinococcus geothermalis,GH2,1,2.5287326529694303
25668,3.2.1.31,Heparan Sulfate,Butyrivibrio proteoclasticus,GH2,1,4.21337592324907
25669,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH2,1,3.01942261166098
25670,3.2.1.31,Heparan Sulfate,Erwinia tasmaniensis,GH2,1,2.89666889041125
25671,3.2.1.31,Heparan Sulfate,Lactobacillus acidophilus,GH1,1,4.39104361631789
25672,3.2.1.31,Heparan Sulfate,Mycoplasma mycoides,GH1,1,3.4421923484468997
25673,3.2.1.31,Heparan Sulfate,Vibrio tasmaniensis,GH1,0,1.1399142828274
25674,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
25675,3.2.1.31,Heparan Sulfate,Eubacterium eligens,GH1,1,5.232516295561269
25676,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
25677,3.2.1.31,Heparan Sulfate,Serratia proteamaculans,GH1,1,3.23130925643518
25678,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
25679,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH2,1,4.38421820190403
25680,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25681,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor owensensis,GH2,1,3.1050775947591096
25682,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH2,1,3.01942261166098
25683,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25684,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
25685,3.2.1.31,Heparan Sulfate,Clostridium saccharolyticum,GH1,1,5.056490176339469
25686,3.2.1.31,Heparan Sulfate,Lactococcus garvieae,GH1,1,2.4084693201754304
25687,3.2.1.31,Heparan Sulfate,Leuconostoc kimchii,GH1,1,3.5785914167402204
25688,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25689,3.2.1.31,Heparan Sulfate,Bacillus selenitireducens,GH2,1,3.3810573117543705
25690,3.2.1.31,Heparan Sulfate,Bifidobacterium adolescentis,GH2,1,5.563837622076889
25691,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25692,3.2.1.31,Heparan Sulfate,Novosphingobium aromaticivorans,GH2,0,0.7665646972674259
25693,3.2.1.31,Heparan Sulfate,Erwinia billingiae,GH1,1,3.2470376847152598
25694,3.2.1.31,Heparan Sulfate,Bifidobacterium dentium,GH2,1,4.76672559141973
25695,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH2,1,3.01942261166098
25696,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
25697,3.2.1.31,Heparan Sulfate,Enterobacter cloacae,GH2,1,2.1789256264175503
25698,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
25699,3.2.1.31,Heparan Sulfate,Opitutus terrae,GH1,1,2.84900016087073
25700,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25701,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,GH2,1,3.16266917664214
25702,3.2.1.31,Heparan Sulfate,Lactobacillus amylovorus,GH2,1,4.65159310797398
25703,3.2.1.31,Heparan Sulfate,Bifidobacterium longum,GH2,1,5.04975962481765
25704,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25705,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
25706,3.2.1.31,Heparan Sulfate,Maribacter sp.,CBM57,1,3.44241628507443
25707,3.2.1.31,Heparan Sulfate,Methylorubrum extorquens,CBM57,1,2.8904997794518597
25708,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH2,1,3.4931793177685697
25709,3.2.1.31,Heparan Sulfate,Butyrivibrio proteoclasticus,GH2,1,4.21337592324907
25710,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
25711,3.2.1.31,Heparan Sulfate,Alistipes shahii,GH2,1,5.50700483183818
25712,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25713,3.2.1.31,Heparan Sulfate,Bacteroides vulgatus,GH2,1,5.9811943271971
25714,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25715,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
25716,3.2.1.31,Heparan Sulfate,Clostridium perfringens,GH2,1,4.09243971490905
25717,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor hydrothermalis,GH2,1,3.0839060662181
25718,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH2,1,2.58395741874664
25719,3.2.1.31,Heparan Sulfate,Parabacteroides distasonis,GH2,1,5.50032629968351
25720,3.2.1.31,Heparan Sulfate,Halanaerobium hydrogeniformans,GH2,1,3.4423057345879196
25721,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
25722,3.2.1.31,Heparan Sulfate,Lactobacillus delbrueckii,GH1,1,4.3305389815812
25723,3.2.1.31,Heparan Sulfate,Bacillus mycoides,GH1,1,3.13488240816725
25724,3.2.1.31,Heparan Sulfate,Escherichia fergusonii,GH1,1,4.30102444441487
25725,3.2.1.31,Heparan Sulfate,Tolumonas auensis,GH2,1,3.2484379906167797
25726,3.2.1.31,Heparan Sulfate,Bacteroides vulgatus,GH2,1,5.9811943271971
25727,3.2.1.31,Heparan Sulfate,Desulfovibrio magneticus,GH2,1,3.22971069523477
25728,3.2.1.31,Heparan Sulfate,Listeria monocytogenes,GH1,1,2.6521620634898198
25729,3.2.1.31,Heparan Sulfate,Pediococcus pentosaceus,GH1,1,3.7004506767350094
25730,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
25731,3.2.1.31,Heparan Sulfate,Kitasatospora setae,GH1,1,2.8978496090872206
25732,3.2.1.31,Heparan Sulfate,Rhodococcus jostii,GH1,1,2.7436114990081
25733,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH1,1,3.4832886780958905
25734,3.2.1.31,Heparan Sulfate,Thermoanaerobacter mathranii,GH1,1,3.2122485161532794
25735,3.2.1.31,Heparan Sulfate,Dickeya paradisiaca,GH1,1,3.0187193215555603
25736,3.2.1.31,Heparan Sulfate,Bacteroides vulgatus,GH2,1,5.9811943271971
25737,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
25738,3.2.1.31,Heparan Sulfate,Prevotella ruminicola,GH2,1,4.4647447951226695
25739,3.2.1.31,Heparan Sulfate,Porphyromonas gingivalis,GH2,1,4.20321558316002
25740,3.2.1.31,Heparan Sulfate,[Ruminococcus] torques,GH2,1,5.49545959111035
25741,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH2,1,4.64590972834113
25742,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
25743,3.2.1.31,Heparan Sulfate,Saccharopolyspora erythraea,GH2,1,2.8299543305236
25744,3.2.1.31,Heparan Sulfate,Roseiflexus castenholzii,GH2,1,1.70877001960827
25745,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH2,1,2.58395741874664
25746,3.2.1.31,Heparan Sulfate,Thermotoga petrophila,GH1,0,1.9066184025601203
25747,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
25748,3.2.1.31,Heparan Sulfate,Listeria welshimeri,GH1,1,3.1649870925538397
25749,3.2.1.31,Heparan Sulfate,Roseburia intestinalis,GH2,1,5.494855325243269
25750,3.2.1.31,Heparan Sulfate,Bacteroides vulgatus,GH2,1,5.9811943271971
25751,3.2.1.31,Heparan Sulfate,Actinosynnema mirum,GH2,1,2.69871879128583
25752,3.2.1.31,Heparan Sulfate,Listeria welshimeri,GH1,1,3.1649870925538397
25753,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH1,1,2.58395741874664
25754,3.2.1.31,Heparan Sulfate,Gloeobacter violaceus,GH1,1,2.99179354186849
25755,3.2.1.31,Heparan Sulfate,Streptococcus dysgalactiae,GH1,1,3.64352502583433
25756,3.2.1.31,Heparan Sulfate,Thermobifida fusca,GH1,1,2.48942135648339
25757,3.2.1.31,Heparan Sulfate,Nocardiopsis dassonvillei,GH2,1,2.73171608767385
25758,3.2.1.31,Heparan Sulfate,Lactobacillus acidophilus,GH2,1,4.39104361631789
25759,3.2.1.31,Heparan Sulfate,Agathobacter rectalis,GH2,1,5.641970263140481
25760,3.2.1.31,Heparan Sulfate,Actinosynnema mirum,GH2,1,2.69871879128583
25761,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH2,1,3.71630119162046
25762,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH2,1,3.8980096134335898
25763,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25764,3.2.1.31,Heparan Sulfate,Enterobacter lignolyticus,GH2,1,3.96898872706393
25765,3.2.1.31,Heparan Sulfate,Bifidobacterium breve,GH1,1,4.5510137115422005
25766,3.2.1.31,Heparan Sulfate,Serratia proteamaculans,GH1,1,3.23130925643518
25767,3.2.1.31,Heparan Sulfate,Listeria welshimeri,GH1,1,3.1649870925538397
25768,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
25769,3.2.1.31,Heparan Sulfate,Koribacter versatilis,GH2,1,2.8713096971713297
25770,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH2,1,3.8980096134335898
25771,3.2.1.31,Heparan Sulfate,Vibrio campbellii,GH1,1,2.00306092804824
25772,3.2.1.31,Heparan Sulfate,Flavobacterium johnsoniae,GH2,1,3.52515534105155
25773,3.2.1.31,Heparan Sulfate,Propionibacterium freudenreichii,GH2,1,3.7468680293962207
25774,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH2,1,3.52749946072475
25775,3.2.1.31,Heparan Sulfate,Dickeya paradisiaca,GH2,1,3.0187193215555603
25776,3.2.1.31,Heparan Sulfate,Cyanothece sp.,GH2,1,2.7207885399742597
25777,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH2,1,4.64590972834113
25778,3.2.1.31,Heparan Sulfate,Parabacteroides distasonis,GH2,1,5.50032629968351
25779,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25780,3.2.1.31,Heparan Sulfate,Deinococcus deserti,GH2,1,2.96358529524272
25781,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,GH2,1,5.75584866860618
25782,3.2.1.31,Heparan Sulfate,Roseiflexus castenholzii,GH2,1,1.70877001960827
25783,3.2.1.31,Heparan Sulfate,Solibacter usitatus,GH2,1,3.6943821763069398
25784,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
25785,3.2.1.31,Heparan Sulfate,Teredinibacter turnerae,GH30,1,2.45569995384992
25786,3.2.1.31,Heparan Sulfate,Methylorubrum extorquens,CBM57,1,2.8904997794518597
25787,3.2.1.31,Heparan Sulfate,Agrobacterium vitis,GH1,1,2.8615005231949704
25788,3.2.1.31,Heparan Sulfate,Streptococcus dysgalactiae,GH2,1,3.64352502583433
